text,label,source,original_label,url_present,email_present,phone_present,category,original_text,cleaned_text,client_id
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,spam,mendeley_5971,spam,0,0,1,general,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,client_1
Thanks. Best wishes for a great new start.,ham,super_sms_dataset,ham,0,0,0,general,Thanks. Best wishes for a great new start.,Thanks. Best wishes for a great new start.,client_1
"urgent! dear fl1pkart customer, we are sample to contact you. last weekends draw shows that you w0n a rs.4,00,000 prize guaranteed. call 8927307655. claim code lucky52. valid 12hrs only.",smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,"urgent! dear fl1pkart customer, we are sample to contact you. last weekends draw shows that you w0n a rs.4,00,000 prize guaranteed. call 8927307655. claim code lucky52. valid 12hrs only.","urgent! dear fl1pkart customer, we are sample to contact you. last weekends draw shows that you w0n a rs.4,00,000 prize guaranteed. call 8927307655. claim code lucky52. valid 12hrs only.",client_1
great chance to win rs  recharges  car  bajaj bike call  or  toll free tc apply start playing contest,smishing,combined_labeled_dataset,smishing,0,0,0,reward_prize,great chance to win rs  recharges  car  bajaj bike call  or  toll free tc apply start playing contest,great chance to win rs recharges car bajaj bike call or toll free tc apply start playing contest,client_1
arey toh accha hainamake new frnds n njoi ur lifed way u always do n plsss dnt be sad,ham,super_sms_dataset,ham,0,0,0,general,arey toh accha hainamake new frnds n njoi ur lifed way u always do n plsss dnt be sad,arey toh accha hainamake new frnds n njoi ur lifed way u always do n plsss dnt be sad,client_1
Yeah highschool carpark. Now got swmming alr,ham,super_sms_dataset,ham,0,0,0,general,Yeah highschool carpark. Now got swmming alr,Yeah highschool carpark. Now got swmming alr,client_1
On your main balance  your credit is 202.28NGN                    ,spam,exais_sms_spam,SPAM,0,0,0,general,On your main balance  your credit is 202.28NGN                    ,On your main balance your credit is 202.28NGN,client_1
Im just wondering what your doing right now?,ham,uci_sms_spam,ham,0,0,0,general,Im just wondering what your doing right now?,Im just wondering what your doing right now?,client_1
"todays vodafone numbers cease 9167 embody selected to receive a rs.2,00,000 award. if you ingest a match please call 7044518857 quoting claim code 5001 standard rates apply",smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,"todays vodafone numbers cease 9167 embody selected to receive a rs.2,00,000 award. if you ingest a match please call 7044518857 quoting claim code 5001 standard rates apply","todays vodafone numbers cease 9167 embody selected to receive a rs.2,00,000 award. if you ingest a match please call 7044518857 quoting claim code 5001 standard rates apply",client_1
I am already at level 3 consult area,ham,super_sms_dataset,ham,0,0,0,general,I am already at level 3 consult area,I am already at level 3 consult area,client_1
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",ham,uci_sms_spam,ham,0,0,0,general,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(","Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",client_1
U watching the Rui en show soon??,ham,super_sms_dataset,ham,0,0,0,general,U watching the Rui en show soon??,U watching the Rui en show soon??,client_1
"Flipkart ONLINE SHOPPING PVT.LTD Dear Customer Sir Madam Congratulations you be winner Flipkart company online show home shopping you be lucky drow contact youwon the1st price TATA SAFARI four wheeler ki car the cost amount XXXXXXX Lakh pay only The charge of your registration service charge Rs.6,600 -only deposit this be valid for today contact at 24x7 toll free",spam,super_sms_dataset,spam,0,0,0,general,"Flipkart ONLINE SHOPPING PVT.LTD Dear Customer Sir Madam Congratulations you be winner Flipkart company online show home shopping you be lucky drow contact youwon the1st price TATA SAFARI four wheeler ki car the cost amount XXXXXXX Lakh pay only The charge of your registration service charge Rs.6,600 -only deposit this be valid for today contact at 24x7 toll free","Flipkart ONLINE SHOPPING PVT.LTD Dear Customer Sir Madam Congratulations you be winner Flipkart company online show home shopping you be lucky drow contact youwon the1st price TATA SAFARI four wheeler ki car the cost amount XXXXXXX Lakh pay only The charge of your registration service charge Rs.6,600 -only deposit this be valid for today contact at 24x7 toll free",client_1
win a samsung smartphone use feng shui for success subscribe for feng shui images type fen and send to  rs tax per image,smishing,combined_labeled_dataset,smishing,0,0,0,reward_prize,win a samsung smartphone use feng shui for success subscribe for feng shui images type fen and send to  rs tax per image,win a samsung smartphone use feng shui for success subscribe for feng shui images type fen and send to rs tax per image,client_1
Just a little,ham,super_sms_dataset,ham,0,0,0,general,Just a little,Just a little,client_1
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,ham,uci_sms_spam,ham,0,0,0,general,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,client_1
First bank acc;No: 30XXXXXX056Name: Salami AFUSATGTBank acc;No: 0050964333Name: Salami AFUSAT                     ,ham,exais_sms_spam,HAM,0,0,1,general,First bank acc;No: 30XXXXXX056Name: Salami AFUSATGTBank acc;No: 0050964333Name: Salami AFUSAT                     ,First bank acc;No: 30XXXXXX056Name: Salami AFUSATGTBank acc;No: 0050964333Name: Salami AFUSAT,client_1
Good afternoon sir  my PhD working topic - An adaptive mesh based peer-to-peer live streaming system.                   ,ham,exais_sms_spam,HAM,0,0,0,general,Good afternoon sir  my PhD working topic - An adaptive mesh based peer-to-peer live streaming system.                   ,Good afternoon sir my PhD working topic - An adaptive mesh based peer-to-peer live streaming system.,client_1
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,ham,uci_sms_spam,ham,0,0,0,general,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,client_1
"If we hit it off, you can move in with me :)",ham,uci_sms_spam,ham,0,0,0,general,"If we hit it off, you can move in with me :)","If we hit it off, you can move in with me :)",client_1
Haha just came back from exam what the chiam sher-yi talked damnlong! And my napfa results got recorded wrongly so I got a silverinstead.. Fan kai ming say cannot change liao T.T are you stillsleeping hahaha the stats paper was very similar to yours haha,ham,super_sms_dataset,ham,0,0,0,general,Haha just came back from exam what the chiam sher-yi talked damnlong! And my napfa results got recorded wrongly so I got a silverinstead.. Fan kai ming say cannot change liao T.T are you stillsleeping hahaha the stats paper was very similar to yours haha,Haha just came back from exam what the chiam sher-yi talked damnlong! And my napfa results got recorded wrongly so I got a silverinstead.. Fan kai ming say cannot change liao T.T are you stillsleeping hahaha the stats paper was very similar to yours haha,client_1
PostOffice Due to incomplete payment we be unable to deliver your item today To reschedule this please visit http://post .office-reschedule-online .com,spam,super_sms_dataset,spam,1,0,0,general,PostOffice Due to incomplete payment we be unable to deliver your item today To reschedule this please visit http://post .office-reschedule-online .com,PostOffice Due to incomplete payment we be unable to deliver your item today To reschedule this please visit http://post .office-reschedule-online .com,client_1
happy birthday my dear friend. may god gives you long life,ham,super_sms_dataset,ham,0,0,0,general,happy birthday my dear friend. may god gives you long life,happy birthday my dear friend. may god gives you long life,client_1
PUNCH NEWSSUNDAY  27TH JULY 20141. Sallah: Jonathan tells Nigerians not to lose hope3. Don?t negotiate for Chibok girls  Muslims tell Sultan3. N?Assembly may reconvene over Jonathan?s $1bn loan request4. Iheanacho: Can he make the grade at Man City?(MTN is not liable for this message)                  ,spam,exais_sms_spam,SPAM,0,0,0,general,PUNCH NEWSSUNDAY  27TH JULY 20141. Sallah: Jonathan tells Nigerians not to lose hope3. Don?t negotiate for Chibok girls  Muslims tell Sultan3. N?Assembly may reconvene over Jonathan?s $1bn loan request4. Iheanacho: Can he make the grade at Man City?(MTN is not liable for this message)                  ,PUNCH NEWSSUNDAY 27TH JULY 20141. Sallah: Jonathan tells Nigerians not to lose hope3. Don?t negotiate for Chibok girls Muslims tell Sultan3. N?Assembly may reconvene over Jonathan?s $1bn loan request4. Iheanacho: Can he make the grade at Man City?(MTN is not liable for this message),client_1
flat rs off on  fresh collection online from max fashion online at landmarkshops use code promo on orders more than rs httpgooglsnlyb,spam,super_sms_dataset,spam,0,0,0,general,flat rs off on  fresh collection online from max fashion online at landmarkshops use code promo on orders more than rs httpgooglsnlyb,flat rs off on fresh collection online from max fashion online at landmarkshops use code promo on orders more than rs httpgooglsnlyb,client_1
Hi ashutosh We 're glad you change your mind about return the AJIO Product FLO309540080 Do continue to shop with us For detail click bit.ly/37ookop,spam,super_sms_dataset,spam,1,0,1,general,Hi ashutosh We 're glad you change your mind about return the AJIO Product FLO309540080 Do continue to shop with us For detail click bit.ly/37ookop,Hi ashutosh We 're glad you change your mind about return the AJIO Product FLO309540080 Do continue to shop with us For detail click bit.ly/37ookop,client_1
1's finish meeting call me.,ham,uci_sms_spam,ham,0,0,0,general,1's finish meeting call me.,1's finish meeting call me.,client_1
todays voda numbers ending 5226 exist selected to find a ?350 award. if you hava a match please yell 08712300220 cite claim code 1131 standard rates app,smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,todays voda numbers ending 5226 exist selected to find a ?350 award. if you hava a match please yell 08712300220 cite claim code 1131 standard rates app,todays voda numbers ending 5226 exist selected to find a ?350 award. if you hava a match please yell 08712300220 cite claim code 1131 standard rates app,client_1
Dear Customer your 15 MB data balance will expire on 2014-07-18.Please make use of it before the expiry date.                   ,spam,exais_sms_spam,SPAM,0,0,1,general,Dear Customer your 15 MB data balance will expire on 2014-07-18.Please make use of it before the expiry date.                   ,Dear Customer your 15 MB data balance will expire on 2014-07-18.Please make use of it before the expiry date.,client_1
My boy is having high fever  i hav to take him to c Doctors ds morning. i wil join u later in d sch.                   ,ham,exais_sms_spam,HAM,0,0,0,general,My boy is having high fever  i hav to take him to c Doctors ds morning. i wil join u later in d sch.                   ,My boy is having high fever i hav to take him to c Doctors ds morning. i wil join u later in d sch.,client_1
"m leavin 4 two wks...Kaiez, u settle w joan first lor...",ham,super_sms_dataset,ham,0,0,0,general,"m leavin 4 two wks...Kaiez, u settle w joan first lor...","m leavin 4 two wks...Kaiez, u settle w joan first lor...",client_1
00XXXXXX4 obeka adakole christian gtbank                    ,ham,exais_sms_spam,HAM,0,0,0,general,00XXXXXX4 obeka adakole christian gtbank                    ,00XXXXXX4 obeka adakole christian gtbank,client_1
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :(,ham,super_sms_dataset,ham,0,0,0,general,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :(,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :(,client_1
No la at my mum office later eat dinner. Emo siaz,ham,super_sms_dataset,ham,0,0,0,general,No la at my mum office later eat dinner. Emo siaz,No la at my mum office later eat dinner. Emo siaz,client_1
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",ham,uci_sms_spam,ham,0,0,0,general,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.","Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",client_1
Bring money fromATM,ham,super_sms_dataset,ham,0,0,0,general,Bring money fromATM,Bring money fromATM,client_1
Get access to all our services using ONE code. Dial *200# and select your preferred option                          ,spam,exais_sms_spam,SPAM,0,0,0,general,Get access to all our services using ONE code. Dial *200# and select your preferred option                          ,Get access to all our services using ONE code. Dial *200# and select your preferred option,client_1
you are a winner you ingest been specially selected to incur £1000 cash or a £2000 award. speak to a live operator to exact call 087123002209am-7pm. cost 10p,smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,you are a winner you ingest been specially selected to incur £1000 cash or a £2000 award. speak to a live operator to exact call 087123002209am-7pm. cost 10p,you are a winner you ingest been specially selected to incur £1000 cash or a £2000 award. speak to a live operator to exact call 087123002209am-7pm. cost 10p,client_1
"you experience won ?2,000 cash or a ?5,000 prize! to claim, call09050000337",smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,"you experience won ?2,000 cash or a ?5,000 prize! to claim, call09050000337","you experience won ?2,000 cash or a ?5,000 prize! to claim, call09050000337",client_1
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,ham,uci_sms_spam,ham,0,0,0,general,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,client_1
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,client_1
"	Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",smishing,combined_labeled_dataset,smishing,1,0,1,reward_prize,"	Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022","Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",client_1
LAAM 11.11 brings Upto 75% OFF on Luxury Wear. Hurry up & Shop https://XXXX before the deal expires.,spam,super_sms_dataset,spam,1,0,0,general,LAAM 11.11 brings Upto 75% OFF on Luxury Wear. Hurry up & Shop https://XXXX before the deal expires.,LAAM 11.11 brings Upto 75% OFF on Luxury Wear. Hurry up & Shop https://XXXX before the deal expires.,client_1
call tollfreeto get ind vs aus score alerts  live commentary on ur mobile call tollfree to win house  audi a car cricket scores call  ,smishing,combined_labeled_dataset,smishing,0,0,0,reward_prize,call tollfreeto get ind vs aus score alerts  live commentary on ur mobile call tollfree to win house  audi a car cricket scores call  ,call tollfreeto get ind vs aus score alerts live commentary on ur mobile call tollfree to win house audi a car cricket scores call,client_1
Thats cool. Where should i cum? On you or in you? :),ham,mendeley_balanced_10191,ham,0,0,0,general,Thats cool. Where should i cum? On you or in you? :),Thats cool. Where should i cum? On you or in you? :),client_1
"Good morning, walking to office loh. my feeling better already. only a little flu. reached office bye!",ham,super_sms_dataset,ham,0,0,0,general,"Good morning, walking to office loh. my feeling better already. only a little flu. reached office bye!","Good morning, walking to office loh. my feeling better already. only a little flu. reached office bye!",client_1
you embody a winner u experience embody specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,you embody a winner u experience embody specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),you embody a winner u experience embody specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),client_1
 I can't believe we used to do such silly things back in school.,ham,super_sms_dataset,ham,0,0,0,general, I can't believe we used to do such silly things back in school.,I can't believe we used to do such silly things back in school.,client_1
Ya but that one shorter mah lol... and dun need memorize a lot  thatpart... haha of cos! I shld reach on time lol,ham,super_sms_dataset,ham,0,0,0,general,Ya but that one shorter mah lol... and dun need memorize a lot  thatpart... haha of cos! I shld reach on time lol,Ya but that one shorter mah lol... and dun need memorize a lot thatpart... haha of cos! I shld reach on time lol,client_1
Go for hive and dedicated space. Make some workable deal with them. They are supportive .,ham,super_sms_dataset,ham,0,0,0,general,Go for hive and dedicated space. Make some workable deal with them. They are supportive .,Go for hive and dedicated space. Make some workable deal with them. They are supportive .,client_1
attention jee  medical aspirants  get practice tests for free also get a chance to win an iphone s when you download the app httpwwwicompetestorecom,smishing,combined_labeled_dataset,smishing,0,0,0,reward_prize,attention jee  medical aspirants  get practice tests for free also get a chance to win an iphone s when you download the app httpwwwicompetestorecom,attention jee medical aspirants get practice tests for free also get a chance to win an iphone s when you download the app httpwwwicompetestorecom,client_1
Heeee ok la. Doable so far. Now taking a dump. Call u in  <#>,ham,super_sms_dataset,ham,0,0,0,general,Heeee ok la. Doable so far. Now taking a dump. Call u in  <#>,Heeee ok la. Doable so far. Now taking a dump. Call u in <#>,client_1
"as a valued customer, i embody pleased to advise you that succeed recent draw of your mobile no. you are awarded with a rs.2,00,000 bonus prize, call 6200992462",smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,"as a valued customer, i embody pleased to advise you that succeed recent draw of your mobile no. you are awarded with a rs.2,00,000 bonus prize, call 6200992462","as a valued customer, i embody pleased to advise you that succeed recent draw of your mobile no. you are awarded with a rs.2,00,000 bonus prize, call 6200992462",client_1
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",ham,uci_sms_spam,ham,0,0,0,general,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.","Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",client_1
"Just wondering, since it's not a school night, is midnight still cool?",ham,super_sms_dataset,ham,0,0,0,general,"Just wondering, since it's not a school night, is midnight still cool?","Just wondering, since it's not a school night, is midnight still cool?",client_1
Thanks for ur advice and thanks always be there for me.Am so grateful sir.                 ham   ,ham,exais_sms_spam,HAM,0,0,0,general,Thanks for ur advice and thanks always be there for me.Am so grateful sir.                 ham   ,Thanks for ur advice and thanks always be there for me.Am so grateful sir. ham,client_1
Simon attempt to deliver today your parcel but no one answer Reschedule track parcel at http://postoffice-gb,spam,super_sms_dataset,spam,1,0,0,general,Simon attempt to deliver today your parcel but no one answer Reschedule track parcel at http://postoffice-gb,Simon attempt to deliver today your parcel but no one answer Reschedule track parcel at http://postoffice-gb,client_1
"Last Chance! Claim ur Ã¥Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Ã¥Â£3.00 Sub. 16",smishing,combined_labeled_dataset,smishing,0,0,0,reward_prize,"Last Chance! Claim ur Ã¥Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Ã¥Â£3.00 Sub. 16","Last Chance! Claim ur Ã¥Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Ã¥Â£3.00 Sub. 16",client_1
" Haha, you have the funniest stories! Keep 'em coming.",ham,super_sms_dataset,ham,0,0,0,general," Haha, you have the funniest stories! Keep 'em coming.","Haha, you have the funniest stories! Keep 'em coming.",client_1
Thank you so much.,ham,super_sms_dataset,ham,0,0,0,general,Thank you so much.,Thank you so much.,client_1
Experience convenience! Use GTBank 1-Click Airtime topup from your GTBank account from your registered phone number. Simply dial *737*AMOUNT# e.g. *737*1000#                    ,ham,exais_sms_spam,HAM,0,0,0,general,Experience convenience! Use GTBank 1-Click Airtime topup from your GTBank account from your registered phone number. Simply dial *737*AMOUNT# e.g. *737*1000#                    ,Experience convenience! Use GTBank 1-Click Airtime topup from your GTBank account from your registered phone number. Simply dial *737*AMOUNT# e.g. *737*1000#,client_1
Tell me by 2nite?,ham,super_sms_dataset,ham,0,0,0,general,Tell me by 2nite?,Tell me by 2nite?,client_1
few days left to claim  bonus points weve credited  bonus points to your state bank debit card loyalty program get movietravel tickets  mobiledth recharge  merchandise  hotel  much more with points to unlock bonus points  download max get more app mymaxkysa  valid till maytc,smishing,combined_labeled_dataset,smishing,0,0,0,reward_prize,few days left to claim  bonus points weve credited  bonus points to your state bank debit card loyalty program get movietravel tickets  mobiledth recharge  merchandise  hotel  much more with points to unlock bonus points  download max get more app mymaxkysa  valid till maytc,few days left to claim bonus points weve credited bonus points to your state bank debit card loyalty program get movietravel tickets mobiledth recharge merchandise hotel much more with points to unlock bonus points download max get more app mymaxkysa valid till maytc,client_1
The moon!,ham,super_sms_dataset,ham,0,0,0,general,The moon!,The moon!,client_1
"urgent! your mobile number has embody awarded with a inr.2,00,000 prize guaranteed. call 7908807538 from land line. claim 3030. valid 12hrs only",smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,"urgent! your mobile number has embody awarded with a inr.2,00,000 prize guaranteed. call 7908807538 from land line. claim 3030. valid 12hrs only","urgent! your mobile number has embody awarded with a inr.2,00,000 prize guaranteed. call 7908807538 from land line. claim 3030. valid 12hrs only",client_1
"Honeybee Said: *I'm d Sweetest in d World* God Laughed AND Said: *Wait,U Havnt Met d Person Reading This Msg* ",ham,mendeley_5971,ham,0,0,0,general,"Honeybee Said: *I'm d Sweetest in d World* God Laughed AND Said: *Wait,U Havnt Met d Person Reading This Msg* ","Honeybee Said: *I'm d Sweetest in d World* God Laughed AND Said: *Wait,U Havnt Met d Person Reading This Msg*",client_1
Helo ma.this is TLM TRAVELS LTD. We are still expecting the payment for the passport processing.thanks                    ,ham,exais_sms_spam,HAM,0,0,0,general,Helo ma.this is TLM TRAVELS LTD. We are still expecting the payment for the passport processing.thanks                    ,Helo ma.this is TLM TRAVELS LTD. We are still expecting the payment for the passport processing.thanks,client_1
you embody a winner you have been specially choose to incur £1000 cash or a £2000 award. speak to a live operator to take bid 087123002209am-7pm. cost 10p,smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,you embody a winner you have been specially choose to incur £1000 cash or a £2000 award. speak to a live operator to take bid 087123002209am-7pm. cost 10p,you embody a winner you have been specially choose to incur £1000 cash or a £2000 award. speak to a live operator to take bid 087123002209am-7pm. cost 10p,client_1
"hi, this constitute mandy sullivan call from hotmix fm...you are choose to meet £5000.00 in our easter lever draw.....please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,"hi, this constitute mandy sullivan call from hotmix fm...you are choose to meet £5000.00 in our easter lever draw.....please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....","hi, this constitute mandy sullivan call from hotmix fm...you are choose to meet £5000.00 in our easter lever draw.....please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",client_1
Sorry was busy... be here  <DECIMAL>  lol,ham,super_sms_dataset,ham,0,0,0,general,Sorry was busy... be here  <DECIMAL>  lol,Sorry was busy... be here <DECIMAL> lol,client_1
As directed by Congress  the followng members are yet to refund the coping fund colected during the strike: Mr Akinboro(PHS Dept) 100 000; Dr O.O. Olubode(HRT Dept) 25 000; Mr S.O. Adeyoyin(LIB) 50 000; Dr. Olusa  T.A.O. (COLVET)100 000; Dr M.O. Dare(COLPLANT) 25 000 They are advised to quickly pay.             ,ham,exais_sms_spam,HAM,0,0,0,general,As directed by Congress  the followng members are yet to refund the coping fund colected during the strike: Mr Akinboro(PHS Dept) 100 000; Dr O.O. Olubode(HRT Dept) 25 000; Mr S.O. Adeyoyin(LIB) 50 000; Dr. Olusa  T.A.O. (COLVET)100 000; Dr M.O. Dare(COLPLANT) 25 000 They are advised to quickly pay.             ,As directed by Congress the followng members are yet to refund the coping fund colected during the strike: Mr Akinboro(PHS Dept) 100 000; Dr O.O. Olubode(HRT Dept) 25 000; Mr S.O. Adeyoyin(LIB) 50 000; Dr. Olusa T.A.O. (COLVET)100 000; Dr M.O. Dare(COLPLANT) 25 000 They are advised to quickly pay.,client_1
I jus startd grooving 2 a song in ur hand motion style! Haha!! Wiped out all my miseries 4 a moment. Felt refreshing. ,ham,super_sms_dataset,ham,0,0,0,general,I jus startd grooving 2 a song in ur hand motion style! Haha!! Wiped out all my miseries 4 a moment. Felt refreshing. ,I jus startd grooving 2 a song in ur hand motion style! Haha!! Wiped out all my miseries 4 a moment. Felt refreshing.,client_1
"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry""",ham,uci_sms_spam,ham,0,0,0,general,"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry""","""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry""",client_1
Congratulations Your credit score may have change more than X time Your July Credit Score XXXXXX3521 have be Generated Download Now c1v.in/ XXXXXXXXXX h BW NICSMS 22/08/19,smishing,combined_labeled_dataset,smishing,0,0,0,reward_prize,Congratulations Your credit score may have change more than X time Your July Credit Score XXXXXX3521 have be Generated Download Now c1v.in/ XXXXXXXXXX h BW NICSMS 22/08/19,Congratulations Your credit score may have change more than X time Your July Credit Score XXXXXX3521 have be Generated Download Now c1v.in/ XXXXXXXXXX h BW NICSMS 22/08/19,client_1
"Hello, DBS Bank Just Announced new Software that will probably make hundreds of Singaporeans to become Millionaires, Check If You Qualify ",spam,super_sms_dataset,spam,0,0,0,general,"Hello, DBS Bank Just Announced new Software that will probably make hundreds of Singaporeans to become Millionaires, Check If You Qualify ","Hello, DBS Bank Just Announced new Software that will probably make hundreds of Singaporeans to become Millionaires, Check If You Qualify",client_1
todays voda numbers stop 7548 are selected to receive a $350 award. if you ingest a match please phone 08712300220 cite claim code 4041 standard rates app,smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,todays voda numbers stop 7548 are selected to receive a $350 award. if you ingest a match please phone 08712300220 cite claim code 4041 standard rates app,todays voda numbers stop 7548 are selected to receive a $350 award. if you ingest a match please phone 08712300220 cite claim code 4041 standard rates app,client_1
At WHAT TIME should i come tomorrow. Please confirm,ham,mendeley_5971,ham,0,0,0,general,At WHAT TIME should i come tomorrow. Please confirm,At WHAT TIME should i come tomorrow. Please confirm,client_1
xxx  login access code for your trading account valid till  pmist  nhai tax free bonds at pctvisit httpbitlylpnhai,spam,super_sms_dataset,spam,0,0,0,general,xxx  login access code for your trading account valid till  pmist  nhai tax free bonds at pctvisit httpbitlylpnhai,xxx login access code for your trading account valid till pmist nhai tax free bonds at pctvisit httpbitlylpnhai,client_1
"urgent! your mobile number experience been awarded with a inr.2,00,000 prize guaranteed. call 8927307655 from land line. claim 3030. valid 12hrs only",smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,"urgent! your mobile number experience been awarded with a inr.2,00,000 prize guaranteed. call 8927307655 from land line. claim 3030. valid 12hrs only","urgent! your mobile number experience been awarded with a inr.2,00,000 prize guaranteed. call 8927307655 from land line. claim 3030. valid 12hrs only",client_1
Last Chance! Claim ur ?150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob,smishing,combined_labeled_dataset,smishing,0,0,0,reward_prize,Last Chance! Claim ur ?150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob,Last Chance! Claim ur ?150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob,client_1
 Hmu if u need a hand.,ham,super_sms_dataset,ham,0,0,0,general, Hmu if u need a hand.,Hmu if u need a hand.,client_1
Hi a 700+ Credit Score mean SHAANDAAR Credit Cards Personal Loans Check your Credit Score for FREE now bnkbzr.co/KrBYYKEWbN,spam,super_sms_dataset,spam,0,0,0,general,Hi a 700+ Credit Score mean SHAANDAAR Credit Cards Personal Loans Check your Credit Score for FREE now bnkbzr.co/KrBYYKEWbN,Hi a 700+ Credit Score mean SHAANDAAR Credit Cards Personal Loans Check your Credit Score for FREE now bnkbzr.co/KrBYYKEWbN,client_1
